Date;Country;CPI
1.5.14;Denmark;-0.10
1.6.14;Denmark;0.00
1.7.14;Denmark;-0.20
1.8.14;Denmark;-0.10
1.9.14;Denmark;0.30
1.10.14;Denmark;0.10
1.11.14;Denmark;-0.20
1.12.14;Denmark;-0.20
1.1.15;Denmark;-0.60
1.2.15;Denmark;1.01
1.3.15;Denmark;0.40
1.4.15;Denmark;0.10
1.5.15;Denmark;0.10
1.6.15;Denmark;-0.10
1.7.15;Denmark;-0.10
1.8.15;Denmark;-0.20
1.9.15;Denmark;0.20
1.10.15;Denmark;-0.10
1.11.15;Denmark;-0.20
1.12.15;Denmark;-0.10
1.1.16;Denmark;-0.40
1.2.16;Denmark;0.70
1.3.16;Denmark;0.10
1.4.16;Denmark;0.10
1.5.16;Denmark;0.20
1.6.16;Denmark;0.10
1.7.16;Denmark;-0.10
1.8.16;Denmark;-0.30
1.9.16;Denmark;0.00
1.10.16;Denmark;0.20
1.11.16;Denmark;-0.10
1.12.16;Denmark;0.00
1.1.17;Denmark;0.00
1.2.17;Denmark;0.80
1.3.17;Denmark;0.10
1.4.17;Denmark;0.20
1.5.17;Denmark;-0.10
1.6.17;Denmark;-0.10
1.7.17;Denmark;0.79
1.8.17;Denmark;-0.29
1.9.17;Denmark;0.10
1.10.17;Denmark;0.10
1.11.17;Denmark;-0.29
1.12.17;Denmark;-0.30
1.1.18;Denmark;-0.30
1.2.18;Denmark;0.69
1.3.18;Denmark;0.00
1.4.18;Denmark;0.49
1.5.18;Denmark;0.20
1.6.18;Denmark;-0.10
1.7.18;Denmark;0.78
1.8.18;Denmark;-0.39
1.9.18;Denmark;-0.29
1.10.18;Denmark;0.29
1.11.18;Denmark;-0.29
1.12.18;Denmark;-0.29
1.1.19;Denmark;0.20
1.2.19;Denmark;0.49
1.3.19;Denmark;0.10
1.4.19;Denmark;0.29
1.5.19;Denmark;-0.10
1.6.19;Denmark;-0.19
1.7.19;Denmark;0.58
1.8.19;Denmark;-0.39
1.9.19;Denmark;-0.19
1.10.19;Denmark;0.39
1.11.19;Denmark;-0.19
1.12.19;Denmark;-0.19
1.1.20;Denmark;0.10
1.2.20;Denmark;0.58
1.3.20;Denmark;-0.29
1.4.20;Denmark;-0.10
1.5.20;Denmark;-0.10
1.6.20;Denmark;0.10
1.7.20;Denmark;0.78
1.8.20;Denmark;-0.38
1.9.20;Denmark;-0.10
1.10.20;Denmark;0.19
1.11.20;Denmark;-0.10
1.12.20;Denmark;-0.19
1.1.21;Denmark;0.19
1.2.21;Denmark;0.58
1.3.21;Denmark;0.10
1.4.21;Denmark;0.38
1.5.21;Denmark;0.19
1.6.21;Denmark;0.10
1.7.21;Denmark;0.67
1.8.21;Denmark;-0.19
1.9.21;Denmark;0.28
1.10.21;Denmark;0.95
1.11.21;Denmark;0.28
1.12.21;Denmark;-0.47
1.1.22;Denmark;1.41
1.2.22;Denmark;1.02
1.3.22;Denmark;0.64
1.4.22;Denmark;1.64
1.5.22;Denmark;0.90
1.6.22;Denmark;0.80
1.7.22;Denmark;1.14
1.8.22;Denmark;0.00
1.9.22;Denmark;1.31
1.10.22;Denmark;1.03
1.11.22;Denmark;-0.85
1.12.22;Denmark;-0.60
1.1.23;Denmark;0.43
1.2.23;Denmark;0.95
1.3.23;Denmark;-0.17
1.4.23;Denmark;0.26
1.5.23;Denmark;-1.36
1.6.23;Denmark;0.34
1.7.23;Denmark;1.80
1.8.23;Denmark;-0.68
1.9.23;Denmark;-0.25
1.10.23;Denmark;0.26
1.11.23;Denmark;-0.34
1.12.23;Denmark;-0.51
1.1.24;Denmark;0.94
1.2.24;Denmark;0.51
1.3.24;Denmark;0.00
1.4.24;Denmark;0.08
1.5.24;Denmark;0.00
1.6.24;Denmark;0.00
1.7.24;Denmark;1.10
1.8.24;Denmark;-0.42
1.9.24;Denmark;-0.34
1.1.12;Estonia;0.70
1.2.12;Estonia;0.37
1.3.12;Estonia;0.96
1.4.12;Estonia;0.32
1.5.12;Estonia;-0.05
1.6.12;Estonia;0.05
1.7.12;Estonia;0.26
1.8.12;Estonia;0.47
1.9.12;Estonia;0.52
1.10.12;Estonia;0.16
1.11.12;Estonia;-0.31
1.12.12;Estonia;-0.05
1.1.13;Estonia;0.68
1.2.13;Estonia;0.62
1.3.13;Estonia;0.77
1.4.13;Estonia;-0.10
1.5.13;Estonia;0.20
1.6.13;Estonia;0.51
1.7.13;Estonia;-0.10
1.8.13;Estonia;0.00
1.9.13;Estonia;-0.35
1.10.13;Estonia;-0.30
1.11.13;Estonia;-0.41
1.12.13;Estonia;-0.10
1.1.14;Estonia;0.36
1.2.14;Estonia;0.15
1.3.14;Estonia;0.31
1.4.14;Estonia;-0.05
1.5.14;Estonia;0.10
1.6.14;Estonia;0.05
1.7.14;Estonia;-0.15
1.8.14;Estonia;-0.31
1.9.14;Estonia;-0.20
1.10.14;Estonia;0.00
1.11.14;Estonia;-0.77
1.12.14;Estonia;0.00
1.1.15;Estonia;-0.41
1.2.15;Estonia;0.57
1.3.15;Estonia;0.62
1.4.15;Estonia;0.46
1.5.15;Estonia;0.20
1.6.15;Estonia;-0.15
1.7.15;Estonia;-0.36
1.8.15;Estonia;-0.31
1.9.15;Estonia;-0.56
1.10.15;Estonia;0.10
1.11.15;Estonia;-0.30
1.12.15;Estonia;-0.73
1.1.16;Estonia;-0.10
1.2.16;Estonia;0.68
1.3.16;Estonia;0.83
1.4.16;Estonia;-0.05
1.5.16;Estonia;0.05
1.6.16;Estonia;0.36
1.7.16;Estonia;0.00
1.8.16;Estonia;0.05
1.9.16;Estonia;0.20
1.10.16;Estonia;-0.36
1.11.16;Estonia;0.10
1.12.16;Estonia;0.46
1.1.17;Estonia;0.41
1.2.17;Estonia;1.32
1.3.17;Estonia;0.25
1.4.17;Estonia;0.30
1.5.17;Estonia;0.20
1.6.17;Estonia;-0.05
1.7.17;Estonia;0.64
1.8.17;Estonia;0.39
1.9.17;Estonia;-0.05
1.10.17;Estonia;-0.25
1.11.17;Estonia;0.54
1.12.17;Estonia;-0.34
1.1.18;Estonia;0.44
1.2.18;Estonia;0.93
1.3.18;Estonia;0.05
1.4.18;Estonia;0.39
1.5.18;Estonia;0.29
1.6.18;Estonia;0.91
1.7.18;Estonia;0.14
1.8.18;Estonia;0.48
1.9.18;Estonia;0.00
1.10.18;Estonia;0.52
1.11.18;Estonia;-0.52
1.12.18;Estonia;-0.24
1.1.19;Estonia;-0.24
1.2.19;Estonia;0.14
1.3.19;Estonia;0.33
1.4.19;Estonia;1.33
1.5.19;Estonia;0.23
1.6.19;Estonia;0.19
1.7.19;Estonia;-0.14
1.8.19;Estonia;0.70
1.9.19;Estonia;-0.14
1.10.19;Estonia;-0.09
1.11.19;Estonia;-0.23
1.12.19;Estonia;-0.33
1.1.20;Estonia;-0.37
1.2.20;Estonia;0.47
1.3.20;Estonia;-0.70
1.4.20;Estonia;-0.38
1.5.20;Estonia;-0.66
1.6.20;Estonia;0.90
1.7.20;Estonia;0.00
1.8.20;Estonia;0.61
1.9.20;Estonia;-0.28
1.10.20;Estonia;-0.52
1.11.20;Estonia;0.14
1.12.20;Estonia;0.00
1.1.21;Estonia;0.66
1.2.21;Estonia;0.84
1.3.21;Estonia;-0.19
1.4.21;Estonia;0.37
1.5.21;Estonia;0.97
1.6.21;Estonia;1.15
1.7.21;Estonia;1.09
1.8.21;Estonia;0.72
1.9.21;Estonia;1.25
1.10.21;Estonia;-0.18
1.11.21;Estonia;1.85
1.12.21;Estonia;3.03
1.1.22;Estonia;-0.08
1.2.22;Estonia;1.47
1.3.22;Estonia;2.65
1.4.22;Estonia;3.59
1.5.22;Estonia;1.91
1.6.22;Estonia;2.71
1.7.22;Estonia;1.93
1.8.22;Estonia;2.30
1.9.22;Estonia;0.32
1.10.22;Estonia;-1.10
1.11.22;Estonia;0.86
1.12.22;Estonia;-0.11
1.1.23;Estonia;0.75
1.2.23;Estonia;0.57
1.3.23;Estonia;0.67
1.4.23;Estonia;1.96
1.5.23;Estonia;-0.03
1.6.23;Estonia;0.75
1.7.23;Estonia;-0.65
1.8.23;Estonia;0.55
1.9.23;Estonia;-0.03
1.10.23;Estonia;-0.44
1.11.23;Estonia;0.00
1.12.23;Estonia;-0.10
1.1.24;Estonia;1.44
1.2.24;Estonia;0.00
1.3.24;Estonia;0.41
1.4.24;Estonia;0.88
1.5.24;Estonia;0.10
1.6.24;Estonia;0.37
1.7.24;Estonia;0.23
1.8.24;Estonia;0.36
1.9.24;Estonia;-0.26
1.1.12;Finland;0.63
1.2.12;Finland;0.55
1.3.12;Finland;0.38
1.4.12;Finland;0.35
1.5.12;Finland;0.01
1.6.12;Finland;0.07
1.7.12;Finland;-0.19
1.8.12;Finland;0.19
1.9.12;Finland;0.39
1.10.12;Finland;0.15
1.11.12;Finland;-0.33
1.12.12;Finland;0.13
1.1.13;Finland;-0.08
1.2.13;Finland;0.59
1.3.13;Finland;0.46
1.4.13;Finland;0.15
1.5.13;Finland;0.02
1.6.13;Finland;-0.06
1.7.13;Finland;-0.02
1.8.13;Finland;-0.16
1.9.13;Finland;0.35
1.10.13;Finland;0.14
1.11.13;Finland;-0.15
1.12.13;Finland;0.37
1.1.14;Finland;-0.06
1.2.14;Finland;0.25
1.3.14;Finland;0.23
1.4.14;Finland;0.15
1.5.14;Finland;-0.25
1.6.14;Finland;0.07
1.7.14;Finland;-0.11
1.8.14;Finland;0.15
1.9.14;Finland;0.54
1.10.14;Finland;-0.17
1.11.14;Finland;-0.19
1.12.14;Finland;-0.13
1.1.15;Finland;-0.69
1.2.15;Finland;0.25
1.3.15;Finland;0.33
1.4.15;Finland;-0.01
1.5.15;Finland;-0.08
1.6.15;Finland;0.00
1.7.15;Finland;-0.22
1.8.15;Finland;0.18
1.9.15;Finland;0.14
1.10.15;Finland;0.16
1.11.15;Finland;-0.18
1.12.15;Finland;-0.12
1.1.16;Finland;-0.42
1.2.16;Finland;0.13
1.3.16;Finland;0.38
1.4.16;Finland;0.29
1.5.16;Finland;-0.03
1.6.16;Finland;0.05
1.7.16;Finland;-0.07
1.8.16;Finland;0.05
1.9.16;Finland;0.17
1.10.16;Finland;0.21
1.11.16;Finland;0.02
1.12.16;Finland;0.25
1.1.17;Finland;-0.60
1.2.17;Finland;0.51
1.3.17;Finland;-0.01
1.4.17;Finland;0.31
1.5.17;Finland;-0.16
1.6.17;Finland;0.08
1.7.17;Finland;-0.29
1.8.17;Finland;0.26
1.9.17;Finland;0.21
1.10.17;Finland;-0.02
1.11.17;Finland;0.25
1.12.17;Finland;-0.04
1.1.18;Finland;-0.30
1.2.18;Finland;0.31
1.3.18;Finland;0.21
1.4.18;Finland;0.25
1.5.18;Finland;0.11
1.6.18;Finland;0.23
1.7.18;Finland;-0.09
1.8.18;Finland;0.15
1.9.18;Finland;0.21
1.10.18;Finland;0.24
1.11.18;Finland;-0.02
1.12.18;Finland;-0.12
1.1.19;Finland;-0.39
1.2.19;Finland;0.48
1.3.19;Finland;0.07
1.4.19;Finland;0.58
1.5.19;Finland;-0.17
1.6.19;Finland;0.07
1.7.19;Finland;-0.27
1.8.19;Finland;0.41
1.9.19;Finland;0.04
1.10.19;Finland;0.08
1.11.19;Finland;-0.10
1.12.19;Finland;0.13
1.1.20;Finland;-0.32
1.2.20;Finland;0.34
1.3.20;Finland;-0.17
1.4.20;Finland;-0.34
1.5.20;Finland;-0.02
1.6.20;Finland;0.19
1.7.20;Finland;0.36
1.8.20;Finland;0.02
1.9.20;Finland;0.00
1.10.20;Finland;0.10
1.11.20;Finland;-0.07
1.12.20;Finland;0.14
1.1.21;Finland;0.34
1.2.21;Finland;0.36
1.3.21;Finland;0.24
1.4.21;Finland;0.37
1.5.21;Finland;0.15
1.6.21;Finland;-0.06
1.7.21;Finland;0.33
1.8.21;Finland;0.24
1.9.21;Finland;0.31
1.10.21;Finland;0.75
1.11.21;Finland;0.45
1.12.21;Finland;-0.07
1.1.22;Finland;1.22
1.2.22;Finland;0.51
1.3.22;Finland;1.45
1.4.22;Finland;0.32
1.5.22;Finland;1.31
1.6.22;Finland;0.72
1.7.22;Finland;0.33
1.8.22;Finland;0.08
1.9.22;Finland;0.78
1.10.22;Finland;0.93
1.11.22;Finland;1.22
1.12.22;Finland;-0.07
1.1.23;Finland;0.57
1.2.23;Finland;0.84
1.3.23;Finland;0.65
1.4.23;Finland;0.31
1.5.23;Finland;0.27
1.6.23;Finland;0.20
1.7.23;Finland;0.51
1.8.23;Finland;-0.72
1.9.23;Finland;0.71
1.10.23;Finland;0.28
1.11.23;Finland;-0.33
1.12.23;Finland;0.26
1.1.24;Finland;0.26
1.2.24;Finland;0.53
1.3.24;Finland;-0.11
1.4.24;Finland;0.02
1.5.24;Finland;-0.11
1.6.24;Finland;-0.02
1.7.24;Finland;0.21
1.8.24;Finland;-0.49
1.9.24;Finland;0.30
1.1.12;France;-0.35
1.2.12;France;0.41
1.3.12;France;0.83
1.4.12;France;0.13
1.5.12;France;-0.05
1.6.12;France;0.03
1.7.12;France;-0.44
1.8.12;France;0.66
1.9.12;France;-0.24
1.10.12;France;0.18
1.11.12;France;-0.15
1.12.12;France;0.31
1.1.13;France;-0.50
1.2.13;France;0.28
1.3.13;France;0.76
1.4.13;France;-0.15
1.5.13;France;0.06
1.6.13;France;0.16
1.7.13;France;-0.30
1.8.13;France;0.46
1.9.13;France;-0.23
1.10.13;France;-0.13
1.11.13;France;-0.04
1.12.13;France;0.34
1.1.14;France;-0.56
1.2.14;France;0.55
1.3.14;France;0.45
1.4.14;France;-0.04
1.5.14;France;0.02
1.6.14;France;-0.04
1.7.14;France;-0.32
1.8.14;France;0.44
1.9.14;France;-0.38
1.10.14;France;0.03
1.11.14;France;-0.17
1.12.14;France;0.08
1.1.15;France;-1.00
1.2.15;France;0.67
1.3.15;France;0.65
1.4.15;France;0.11
1.5.15;France;0.24
1.6.15;France;-0.08
1.7.15;France;-0.41
1.8.15;France;0.32
1.9.15;France;-0.40
1.10.15;France;0.06
1.11.15;France;-0.19
1.12.15;France;0.22
1.1.16;France;-0.96
1.2.16;France;0.25
1.3.16;France;0.69
1.4.16;France;0.07
1.5.16;France;0.41
1.6.16;France;0.13
1.7.16;France;-0.38
1.8.16;France;0.33
1.9.16;France;-0.24
1.10.16;France;0.03
1.11.16;France;-0.02
1.12.16;France;0.30
1.1.17;France;-0.24
1.2.17;France;0.12
1.3.17;France;0.64
1.4.17;France;0.09
1.5.17;France;0.05
1.6.17;France;0.01
1.7.17;France;-0.35
1.8.17;France;0.52
1.9.17;France;-0.16
1.10.17;France;0.10
1.11.17;France;0.10
1.12.17;France;0.32
1.1.18;France;-0.10
1.2.18;France;-0.03
1.3.18;France;1.01
1.4.18;France;0.17
1.5.18;France;0.43
1.6.18;France;0.01
1.7.18;France;-0.09
1.8.18;France;0.48
1.9.18;France;-0.21
1.10.18;France;0.11
1.11.18;France;-0.21
1.12.18;France;0.02
1.1.19;France;-0.44
1.2.19;France;0.05
1.3.19;France;0.81
1.4.19;France;0.32
1.5.19;France;0.11
1.6.19;France;0.24
1.7.19;France;-0.19
1.8.19;France;0.46
1.9.19;France;-0.34
1.10.19;France;-0.04
1.11.19;France;0.06
1.12.19;France;0.44
1.1.20;France;-0.42
1.2.20;France;-0.01
1.3.20;France;0.06
1.4.20;France;-0.03
1.5.20;France;0.14
1.6.20;France;0.08
1.7.20;France;0.38
1.8.20;France;-0.10
1.9.20;France;-0.51
1.10.20;France;-0.04
1.11.20;France;0.21
1.12.20;France;0.22
1.1.21;France;0.15
1.2.21;France;0.00
1.3.21;France;0.60
1.4.21;France;0.10
1.5.21;France;0.32
1.6.21;France;0.13
1.7.21;France;0.06
1.8.21;France;0.61
1.9.21;France;-0.22
1.10.21;France;0.41
1.11.21;France;0.36
1.12.21;France;0.20
1.1.22;France;0.25
1.2.22;France;0.76
1.3.22;France;1.42
1.4.22;France;0.43
1.5.22;France;0.68
1.6.22;France;0.74
1.7.22;France;0.28
1.8.22;France;0.45
1.9.22;France;-0.56
1.10.22;France;1.03
1.11.22;France;0.32
1.12.22;France;-0.09
1.1.23;France;0.39
1.2.23;France;1.03
1.3.23;France;0.87
1.4.23;France;0.61
1.5.23;France;-0.05
1.6.23;France;0.18
1.7.23;France;0.05
1.8.23;France;1.00
1.9.23;France;-0.53
1.10.23;France;0.14
1.11.23;France;-0.17
1.12.23;France;0.14
1.1.24;France;-0.17
1.2.24;France;0.86
1.3.24;France;0.22
1.4.24;France;0.50
1.5.24;France;0.03
1.6.24;France;0.07
1.7.24;France;0.18
1.8.24;France;0.53
1.9.24;France;-1.24
1.1.12;Germany;-0.10
1.2.12;Germany;0.68
1.3.12;Germany;0.58
1.4.12;Germany;-0.19
1.5.12;Germany;0.00
1.6.12;Germany;-0.19
1.7.12;Germany;0.39
1.8.12;Germany;0.38
1.9.12;Germany;0.10
1.10.12;Germany;0.00
1.11.12;Germany;0.10
1.12.12;Germany;0.29
1.1.13;Germany;-0.48
1.2.13;Germany;0.57
1.3.13;Germany;0.48
1.4.13;Germany;-0.47
1.5.13;Germany;0.38
1.6.13;Germany;0.09
1.7.13;Germany;0.47
1.8.13;Germany;0.00
1.9.13;Germany;0.00
1.10.13;Germany;-0.19
1.11.13;Germany;0.19
1.12.13;Germany;0.38
1.1.14;Germany;-0.56
1.2.14;Germany;0.47
1.3.14;Germany;0.28
1.4.14;Germany;-0.19
1.5.14;Germany;-0.09
1.6.14;Germany;0.28
1.7.14;Germany;0.28
1.8.14;Germany;0.00
1.9.14;Germany;0.00
1.10.14;Germany;-0.28
1.11.14;Germany;0.00
1.12.14;Germany;0.00
1.1.15;Germany;-1.03
1.2.15;Germany;0.71
1.3.15;Germany;0.50
1.4.15;Germany;0.50
1.5.15;Germany;0.20
1.6.15;Germany;0.00
1.7.15;Germany;0.20
1.8.15;Germany;0.00
1.9.15;Germany;-0.20
1.10.15;Germany;0.00
1.11.15;Germany;-0.70
1.12.15;Germany;0.00
1.1.16;Germany;-0.70
1.2.16;Germany;0.30
1.3.16;Germany;0.70
1.4.16;Germany;0.10
1.5.16;Germany;0.50
1.6.16;Germany;0.10
1.7.16;Germany;0.40
1.8.16;Germany;-0.10
1.9.16;Germany;0.00
1.10.16;Germany;0.20
1.11.16;Germany;-0.69
1.12.16;Germany;0.70
1.1.17;Germany;-0.59
1.2.17;Germany;0.60
1.3.17;Germany;0.20
1.4.17;Germany;0.39
1.5.17;Germany;0.00
1.6.17;Germany;0.29
1.7.17;Germany;0.39
1.8.17;Germany;0.10
1.9.17;Germany;0.10
1.10.17;Germany;-0.19
1.11.17;Germany;-0.39
1.12.17;Germany;0.49
1.1.18;Germany;-0.58
1.2.18;Germany;0.29
1.3.18;Germany;0.59
1.4.18;Germany;0.19
1.5.18;Germany;0.78
1.6.18;Germany;0.10
1.7.18;Germany;0.38
1.8.18;Germany;0.10
1.9.18;Germany;0.19
1.10.18;Germany;0.19
1.11.18;Germany;-0.67
1.12.18;Germany;0.00
1.1.19;Germany;-0.77
1.2.19;Germany;0.39
1.3.19;Germany;0.39
1.4.19;Germany;0.96
1.5.19;Germany;0.19
1.6.19;Germany;0.28
1.7.19;Germany;0.47
1.8.19;Germany;-0.19
1.9.19;Germany;0.00
1.10.19;Germany;0.09
1.11.19;Germany;-0.75
1.12.19;Germany;0.47
1.1.20;Germany;-0.57
1.2.20;Germany;0.30
1.3.20;Germany;0.20
1.4.20;Germany;0.10
1.5.20;Germany;0.00
1.6.20;Germany;0.10
1.7.20;Germany;-0.80
1.8.20;Germany;0.00
1.9.20;Germany;0.00
1.10.20;Germany;0.20
1.11.20;Germany;-0.20
1.12.20;Germany;0.10
1.1.21;Germany;1.20
1.2.21;Germany;0.59
1.3.21;Germany;0.49
1.4.21;Germany;0.29
1.5.21;Germany;0.20
1.6.21;Germany;0.29
1.7.21;Germany;0.49
1.8.21;Germany;0.10
1.9.21;Germany;0.29
1.10.21;Germany;0.48
1.11.21;Germany;0.19
1.12.21;Germany;0.19
1.1.22;Germany;0.48
1.2.22;Germany;0.76
1.3.22;Germany;1.98
1.4.22;Germany;0.65
1.5.22;Germany;0.92
1.6.22;Germany;0.00
1.7.22;Germany;0.46
1.8.22;Germany;0.36
1.9.22;Germany;1.81
1.10.22;Germany;0.71
1.11.22;Germany;0.18
1.12.22;Germany;-0.44
1.1.23;Germany;0.97
1.2.23;Germany;0.79
1.3.23;Germany;0.78
1.4.23;Germany;0.43
1.5.23;Germany;-0.09
1.6.23;Germany;0.26
1.7.23;Germany;0.26
1.8.23;Germany;0.34
1.9.23;Germany;0.26
1.10.23;Germany;0.00
1.11.23;Germany;-0.42
1.12.23;Germany;0.09
1.1.24;Germany;0.17
1.2.24;Germany;0.43
1.3.24;Germany;0.42
1.4.24;Germany;0.51
1.5.24;Germany;0.08
1.6.24;Germany;0.08
1.7.24;Germany;0.34
1.8.24;Germany;-0.08
1.9.24;Germany;0.00
1.1.12;Greece;-0.80
1.2.12;Greece;-1.51
1.3.12;Greece;2.83
1.4.12;Greece;0.85
1.5.12;Greece;-0.32
1.6.12;Greece;-0.30
1.7.12;Greece;-1.35
1.8.12;Greece;-1.01
1.9.12;Greece;2.46
1.10.12;Greece;0.82
1.11.12;Greece;-0.49
1.12.12;Greece;-0.26
1.1.13;Greece;-1.39
1.2.13;Greece;-1.65
1.3.13;Greece;2.55
1.4.13;Greece;0.46
1.5.13;Greece;-0.18
1.6.13;Greece;-0.24
1.7.13;Greece;-1.65
1.8.13;Greece;-1.60
1.9.13;Greece;2.63
1.10.13;Greece;-0.07
1.11.13;Greece;-1.37
1.12.13;Greece;0.91
1.1.14;Greece;-1.15
1.2.14;Greece;-1.33
1.3.14;Greece;2.34
1.4.14;Greece;0.46
1.5.14;Greece;-0.80
1.6.14;Greece;0.64
1.7.14;Greece;-1.24
1.8.14;Greece;-1.22
1.9.14;Greece;2.07
1.10.14;Greece;-0.91
1.11.14;Greece;-0.93
1.12.14;Greece;-0.48
1.1.15;Greece;-1.38
1.2.15;Greece;-0.64
1.3.15;Greece;2.36
1.4.15;Greece;0.49
1.5.15;Greece;-0.84
1.6.15;Greece;0.64
1.7.15;Greece;-1.32
1.8.15;Greece;-0.44
1.9.15;Greece;1.80
1.10.15;Greece;-0.10
1.11.15;Greece;-0.76
1.12.15;Greece;0.10
1.1.16;Greece;-1.94
1.2.16;Greece;-0.42
1.3.16;Greece;1.35
1.4.16;Greece;0.74
1.5.16;Greece;-0.45
1.6.16;Greece;0.80
1.7.16;Greece;-1.65
1.8.16;Greece;-0.34
1.9.16;Greece;1.78
1.10.16;Greece;0.39
1.11.16;Greece;-1.16
1.12.16;Greece;1.02
1.1.17;Greece;-0.83
1.2.17;Greece;-0.29
1.3.17;Greece;1.79
1.4.17;Greece;0.64
1.5.17;Greece;-0.89
1.6.17;Greece;0.62
1.7.17;Greece;-1.67
1.8.17;Greece;-0.45
1.9.17;Greece;1.89
1.10.17;Greece;0.10
1.11.17;Greece;-0.74
1.12.17;Greece;0.53
1.1.18;Greece;-1.64
1.2.18;Greece;-0.05
1.3.18;Greece;1.49
1.4.18;Greece;0.91
1.5.18;Greece;-0.32
1.6.18;Greece;0.99
1.7.18;Greece;-1.78
1.8.18;Greece;-0.33
1.9.18;Greece;2.01
1.10.18;Greece;0.77
1.11.18;Greece;-1.50
1.12.18;Greece;0.10
1.1.19;Greece;-1.77
1.2.19;Greece;0.13
1.3.19;Greece;1.82
1.4.19;Greece;0.99
1.5.19;Greece;-1.11
1.6.19;Greece;0.48
1.7.19;Greece;-1.46
1.8.19;Greece;-0.55
1.9.19;Greece;2.11
1.10.19;Greece;0.13
1.11.19;Greece;-0.58
1.12.19;Greece;0.66
1.1.20;Greece;-1.69
1.2.20;Greece;-0.50
1.3.20;Greece;1.58
1.4.20;Greece;-0.46
1.5.20;Greece;-0.81
1.6.20;Greece;0.04
1.7.20;Greece;-1.70
1.8.20;Greece;-0.65
1.9.20;Greece;2.03
1.10.20;Greece;0.35
1.11.20;Greece;-0.88
1.12.20;Greece;0.40
1.1.21;Greece;-1.33
1.2.21;Greece;0.21
1.3.21;Greece;1.20
1.4.21;Greece;0.91
1.5.21;Greece;-0.39
1.6.21;Greece;0.94
1.7.21;Greece;-1.39
1.8.21;Greece;-0.13
1.9.21;Greece;2.37
1.10.21;Greece;1.53
1.11.21;Greece;0.47
1.12.21;Greece;0.68
1.1.22;Greece;-0.26
1.2.22;Greece;1.12
1.3.22;Greece;2.75
1.4.22;Greece;2.14
1.5.22;Greece;0.65
1.6.22;Greece;1.63
1.7.22;Greece;-1.83
1.8.22;Greece;-0.30
1.9.22;Greece;2.94
1.10.22;Greece;-1.15
1.11.22;Greece;-0.01
1.12.22;Greece;-0.54
1.1.23;Greece;-0.48
1.2.23;Greece;0.30
1.3.23;Greece;1.24
1.4.23;Greece;0.64
1.5.23;Greece;0.40
1.6.23;Greece;0.62
1.7.23;Greece;-1.15
1.8.23;Greece;-0.03
1.9.23;Greece;1.82
1.10.23;Greece;0.57
1.11.23;Greece;-0.37
1.12.23;Greece;-0.09
1.1.24;Greece;-0.83
1.2.24;Greece;0.10
1.3.24;Greece;1.54
1.4.24;Greece;0.48
1.5.24;Greece;-0.26
1.6.24;Greece;0.49
1.7.24;Greece;-0.73
1.8.24;Greece;0.26
1.9.24;Greece;1.77
1.1.12;Hungary;2.03
1.2.12;Hungary;0.84
1.3.12;Hungary;0.76
1.4.12;Hungary;0.83
1.5.12;Hungary;-0.22
1.6.12;Hungary;0.08
1.7.12;Hungary;-0.07
1.8.12;Hungary;0.15
1.9.12;Hungary;0.45
1.10.12;Hungary;0.15
1.11.12;Hungary;-0.15
1.12.12;Hungary;0.07
1.1.13;Hungary;0.82
1.2.13;Hungary;-0.07
1.3.13;Hungary;0.22
1.4.13;Hungary;0.22
1.5.13;Hungary;-0.07
1.6.13;Hungary;0.22
1.7.13;Hungary;-0.29
1.8.13;Hungary;-0.22
1.9.13;Hungary;0.44
1.10.13;Hungary;-0.29
1.11.13;Hungary;-0.07
1.12.13;Hungary;-0.52
1.1.14;Hungary;0.37
1.2.14;Hungary;0.07
1.3.14;Hungary;0.22
1.4.14;Hungary;0.07
1.5.14;Hungary;-0.15
1.6.14;Hungary;0.07
1.7.14;Hungary;0.15
1.8.14;Hungary;-0.22
1.9.14;Hungary;-0.22
1.10.14;Hungary;-0.22
1.11.14;Hungary;-0.37
1.12.14;Hungary;-0.67
1.1.15;Hungary;-0.22
1.2.15;Hungary;0.53
1.3.15;Hungary;0.60
1.4.15;Hungary;0.37
1.5.15;Hungary;0.74
1.6.15;Hungary;0.15
1.7.15;Hungary;0.00
1.8.15;Hungary;-0.59
1.9.15;Hungary;-0.66
1.10.15;Hungary;0.30
1.11.15;Hungary;0.00
1.12.15;Hungary;-0.30
1.1.16;Hungary;-0.15
1.2.16;Hungary;-0.15
1.3.16;Hungary;0.07
1.4.16;Hungary;0.82
1.5.16;Hungary;0.30
1.6.16;Hungary;0.22
1.7.16;Hungary;-0.22
1.8.16;Hungary;-0.37
1.9.16;Hungary;0.15
1.10.16;Hungary;0.59
1.11.16;Hungary;0.07
1.12.16;Hungary;0.37
1.1.17;Hungary;0.44
1.2.17;Hungary;0.36
1.3.17;Hungary;-0.07
1.4.17;Hungary;0.36
1.5.17;Hungary;0.22
1.6.17;Hungary;-0.01
1.7.17;Hungary;0.04
1.8.17;Hungary;0.04
1.9.17;Hungary;0.09
1.10.17;Hungary;0.27
1.11.17;Hungary;0.36
1.12.17;Hungary;0.07
1.1.18;Hungary;0.29
1.2.18;Hungary;0.21
1.3.18;Hungary;0.07
1.4.18;Hungary;0.64
1.5.18;Hungary;0.64
1.6.18;Hungary;0.35
1.7.18;Hungary;0.28
1.8.18;Hungary;0.07
1.9.18;Hungary;0.28
