Date;Country;CPI
1.10.18;Hungary;0.56
1.11.18;Hungary;-0.35
1.12.18;Hungary;-0.35
1.1.19;Hungary;0.28
1.2.19;Hungary;0.55
1.3.19;Hungary;0.69
1.4.19;Hungary;0.89
1.5.19;Hungary;0.61
1.6.19;Hungary;-0.20
1.7.19;Hungary;0.20
1.8.19;Hungary;-0.13
1.9.19;Hungary;0.07
1.10.19;Hungary;0.61
1.11.19;Hungary;0.07
1.12.19;Hungary;0.27
1.1.20;Hungary;0.94
1.2.20;Hungary;0.33
1.3.20;Hungary;0.20
1.4.20;Hungary;-0.59
1.5.20;Hungary;0.46
1.6.20;Hungary;0.40
1.7.20;Hungary;1.12
1.8.20;Hungary;0.00
1.9.20;Hungary;-0.39
1.10.20;Hungary;0.20
1.11.20;Hungary;-0.26
1.12.20;Hungary;0.33
1.1.21;Hungary;0.91
1.2.21;Hungary;0.71
1.3.21;Hungary;0.70
1.4.21;Hungary;0.83
1.5.21;Hungary;0.50
1.6.21;Hungary;0.56
1.7.21;Hungary;0.50
1.8.21;Hungary;0.19
1.9.21;Hungary;0.12
1.10.21;Hungary;1.18
1.11.21;Hungary;0.67
1.12.21;Hungary;0.24
1.1.22;Hungary;1.39
1.2.22;Hungary;1.08
1.3.22;Hungary;1.01
1.4.22;Hungary;1.58
1.5.22;Hungary;1.67
1.6.22;Hungary;1.47
1.7.22;Hungary;2.35
1.8.22;Hungary;1.80
1.9.22;Hungary;4.08
1.10.22;Hungary;2.01
1.11.22;Hungary;1.82
1.12.22;Hungary;1.94
1.1.23;Hungary;2.34
1.2.23;Hungary;0.81
1.3.23;Hungary;0.80
1.4.23;Hungary;0.66
1.5.23;Hungary;-0.37
1.6.23;Hungary;0.28
1.7.23;Hungary;0.28
1.8.23;Hungary;0.70
1.9.23;Hungary;0.37
1.10.23;Hungary;-0.14
1.11.23;Hungary;0.00
1.12.23;Hungary;-0.32
1.1.24;Hungary;0.69
1.2.24;Hungary;0.64
1.3.24;Hungary;0.82
1.4.24;Hungary;0.68
1.5.24;Hungary;-0.04
1.6.24;Hungary;-0.04
1.7.24;Hungary;0.72
1.8.24;Hungary;0.00
1.9.24;Hungary;-0.09
1.1.12;Iceland;0.29
1.2.12;Iceland;1.00
1.3.12;Iceland;1.06
1.4.12;Iceland;0.77
1.5.12;Iceland;-0.01
1.6.12;Iceland;0.50
1.7.12;Iceland;-0.73
1.8.12;Iceland;-0.15
1.9.12;Iceland;0.77
1.10.12;Iceland;0.27
1.11.12;Iceland;0.32
1.12.12;Iceland;0.06
1.1.13;Iceland;0.27
1.2.13;Iceland;1.63
1.3.13;Iceland;0.20
1.4.13;Iceland;0.18
1.5.13;Iceland;-0.05
1.6.13;Iceland;0.55
1.7.13;Iceland;-0.27
1.8.13;Iceland;0.34
1.9.13;Iceland;0.33
1.10.13;Iceland;0.01
1.11.13;Iceland;0.36
1.12.13;Iceland;0.51
1.1.14;Iceland;-0.72
1.2.14;Iceland;0.68
1.3.14;Iceland;0.24
1.4.14;Iceland;0.31
1.5.14;Iceland;0.07
1.6.14;Iceland;0.35
1.7.14;Iceland;-0.15
1.8.14;Iceland;0.23
1.9.14;Iceland;-0.12
1.10.14;Iceland;0.13
1.11.14;Iceland;-0.51
1.12.14;Iceland;0.31
1.1.15;Iceland;-0.73
1.2.15;Iceland;0.67
1.3.15;Iceland;1.02
1.4.15;Iceland;0.16
1.5.15;Iceland;0.28
1.6.15;Iceland;0.24
1.7.15;Iceland;0.18
1.8.15;Iceland;0.53
1.9.15;Iceland;-0.39
1.10.15;Iceland;0.05
1.11.15;Iceland;-0.34
1.12.15;Iceland;0.33
1.1.16;Iceland;-0.60
1.2.16;Iceland;0.69
1.3.16;Iceland;0.37
1.4.16;Iceland;0.20
1.5.16;Iceland;0.41
1.6.16;Iceland;0.18
1.7.16;Iceland;-0.31
1.8.16;Iceland;0.35
1.9.16;Iceland;0.48
1.10.16;Iceland;0.00
1.11.16;Iceland;-0.04
1.12.16;Iceland;0.14
1.1.17;Iceland;-0.57
1.2.17;Iceland;0.72
1.3.17;Iceland;0.06
1.4.17;Iceland;0.51
1.5.17;Iceland;0.19
1.6.17;Iceland;0.00
1.7.17;Iceland;-0.03
1.8.17;Iceland;0.26
1.9.17;Iceland;0.13
1.10.17;Iceland;0.47
1.11.17;Iceland;-0.16
1.12.17;Iceland;0.28
1.1.18;Iceland;-0.08
1.2.18;Iceland;0.59
1.3.18;Iceland;0.56
1.4.18;Iceland;0.03
1.5.18;Iceland;-0.07
1.6.18;Iceland;0.61
1.7.18;Iceland;0.05
1.8.18;Iceland;0.18
1.9.18;Iceland;0.26
1.10.18;Iceland;0.57
1.11.18;Iceland;0.25
1.12.18;Iceland;0.73
1.1.19;Iceland;-0.42
1.2.19;Iceland;0.19
1.3.19;Iceland;0.52
1.4.19;Iceland;0.36
1.5.19;Iceland;0.23
1.6.19;Iceland;0.37
1.7.19;Iceland;-0.22
1.8.19;Iceland;0.28
1.9.19;Iceland;0.09
1.10.19;Iceland;0.36
1.11.19;Iceland;0.12
1.12.19;Iceland;0.12
1.1.20;Iceland;-0.75
1.2.20;Iceland;0.92
1.3.20;Iceland;0.22
1.4.20;Iceland;0.50
1.5.20;Iceland;0.54
1.6.20;Iceland;0.45
1.7.20;Iceland;0.14
1.8.20;Iceland;0.45
1.9.20;Iceland;0.38
1.10.20;Iceland;0.43
1.11.20;Iceland;0.05
1.12.20;Iceland;0.20
1.1.21;Iceland;-0.05
1.2.21;Iceland;0.68
1.3.21;Iceland;0.49
1.4.21;Iceland;0.70
1.5.21;Iceland;0.44
1.6.21;Iceland;0.26
1.7.21;Iceland;0.16
1.8.21;Iceland;0.46
1.9.21;Iceland;0.46
1.10.21;Iceland;0.61
1.11.21;Iceland;0.34
1.12.21;Iceland;0.46
1.1.22;Iceland;0.49
1.2.22;Iceland;1.16
1.3.22;Iceland;0.95
1.4.22;Iceland;1.23
1.5.22;Iceland;0.77
1.6.22;Iceland;1.40
1.7.22;Iceland;1.18
1.8.22;Iceland;0.28
1.9.22;Iceland;0.10
1.10.22;Iceland;0.67
1.11.22;Iceland;0.27
1.12.22;Iceland;0.66
1.1.23;Iceland;0.85
1.2.23;Iceland;1.40
1.3.23;Iceland;0.59
1.4.23;Iceland;1.31
1.5.23;Iceland;0.39
1.6.23;Iceland;0.85
1.7.23;Iceland;0.04
1.8.23;Iceland;0.33
1.9.23;Iceland;0.35
1.10.23;Iceland;0.61
1.11.23;Iceland;0.38
1.12.23;Iceland;0.42
1.1.24;Iceland;-0.18
1.2.24;Iceland;1.34
1.3.24;Iceland;0.79
1.4.24;Iceland;0.56
1.5.24;Iceland;0.56
1.6.24;Iceland;0.49
1.7.24;Iceland;0.45
1.8.24;Iceland;0.09
1.9.24;Iceland;-0.24
1.1.12;Ireland;-0.49
1.2.12;Ireland;0.86
1.3.12;Ireland;0.98
1.4.12;Ireland;0.12
1.5.12;Ireland;-0.12
1.6.12;Ireland;-0.12
1.7.12;Ireland;-0.12
1.8.12;Ireland;0.61
1.9.12;Ireland;-0.12
1.10.12;Ireland;-0.12
1.11.12;Ireland;-0.36
1.12.12;Ireland;0.00
1.1.13;Ireland;-0.36
1.2.13;Ireland;0.73
1.3.13;Ireland;0.48
1.4.13;Ireland;0.00
1.5.13;Ireland;-0.12
1.6.13;Ireland;0.00
1.7.13;Ireland;0.00
1.8.13;Ireland;0.00
1.9.13;Ireland;-0.12
1.10.13;Ireland;-0.12
1.11.13;Ireland;-0.12
1.12.13;Ireland;-0.12
1.1.14;Ireland;-0.48
1.2.14;Ireland;0.61
1.3.14;Ireland;0.60
1.4.14;Ireland;0.12
1.5.14;Ireland;0.00
1.6.14;Ireland;0.12
1.7.14;Ireland;-0.24
1.8.14;Ireland;0.24
1.9.14;Ireland;-0.24
1.10.14;Ireland;-0.36
1.11.14;Ireland;-0.24
1.12.14;Ireland;-0.36
1.1.15;Ireland;-0.85
1.2.15;Ireland;0.61
1.3.15;Ireland;0.61
1.4.15;Ireland;0.00
1.5.15;Ireland;0.36
1.6.15;Ireland;0.24
1.7.15;Ireland;-0.24
1.8.15;Ireland;0.36
1.9.15;Ireland;-0.36
1.10.15;Ireland;-0.24
1.11.15;Ireland;-0.36
1.12.15;Ireland;0.00
1.1.16;Ireland;-0.85
1.2.16;Ireland;0.37
1.3.16;Ireland;0.36
1.4.16;Ireland;0.24
1.5.16;Ireland;0.60
1.6.16;Ireland;0.60
1.7.16;Ireland;-0.24
1.8.16;Ireland;-0.12
1.9.16;Ireland;-0.48
1.10.16;Ireland;-0.36
1.11.16;Ireland;-0.12
1.12.16;Ireland;0.00
1.1.17;Ireland;-0.48
1.2.17;Ireland;0.61
1.3.17;Ireland;0.48
1.4.17;Ireland;0.48
1.5.17;Ireland;-0.24
1.6.17;Ireland;0.12
1.7.17;Ireland;0.00
1.8.17;Ireland;0.48
1.9.17;Ireland;-0.72
1.10.17;Ireland;-0.12
1.11.17;Ireland;-0.12
1.12.17;Ireland;-0.12
1.1.18;Ireland;-0.72
1.2.18;Ireland;0.85
1.3.18;Ireland;0.36
1.4.18;Ireland;-0.12
1.5.18;Ireland;0.60
1.6.18;Ireland;0.00
1.7.18;Ireland;0.36
1.8.18;Ireland;0.36
1.9.18;Ireland;-0.36
1.10.18;Ireland;-0.12
1.11.18;Ireland;-0.48
1.12.18;Ireland;-0.12
1.1.19;Ireland;-0.60
1.2.19;Ireland;0.84
1.3.19;Ireland;0.72
1.4.19;Ireland;0.36
1.5.19;Ireland;-0.12
1.6.19;Ireland;0.24
1.7.19;Ireland;-0.12
1.8.19;Ireland;0.47
1.9.19;Ireland;-0.24
1.10.19;Ireland;-0.24
1.11.19;Ireland;-0.12
1.12.19;Ireland;0.12
1.1.20;Ireland;-0.59
1.2.20;Ireland;0.60
1.3.20;Ireland;0.36
1.4.20;Ireland;-0.35
1.5.20;Ireland;-0.59
1.6.20;Ireland;0.36
1.7.20;Ireland;-0.24
1.8.20;Ireland;-0.12
1.9.20;Ireland;-0.36
1.10.20;Ireland;-0.48
1.11.20;Ireland;0.24
1.12.20;Ireland;0.24
1.1.21;Ireland;0.12
1.2.21;Ireland;0.36
1.3.21;Ireland;0.83
1.4.21;Ireland;0.59
1.5.21;Ireland;0.23
1.6.21;Ireland;0.12
1.7.21;Ireland;0.35
1.8.21;Ireland;0.70
1.9.21;Ireland;0.35
1.10.21;Ireland;0.69
1.11.21;Ireland;0.57
1.12.21;Ireland;0.57
1.1.22;Ireland;-0.45
1.2.22;Ireland;0.91
1.3.22;Ireland;1.91
1.4.22;Ireland;0.88
1.5.22;Ireland;0.99
1.6.22;Ireland;1.30
1.7.22;Ireland;0.43
1.8.22;Ireland;0.11
1.9.22;Ireland;0.11
1.10.22;Ireland;1.60
1.11.22;Ireland;0.31
1.12.22;Ireland;-0.21
1.1.23;Ireland;-0.84
1.2.23;Ireland;1.69
1.3.23;Ireland;1.04
1.4.23;Ireland;0.51
1.5.23;Ireland;0.41
1.6.23;Ireland;0.81
1.7.23;Ireland;0.20
1.8.23;Ireland;0.60
1.9.23;Ireland;0.10
1.10.23;Ireland;0.30
1.11.23;Ireland;-0.80
1.12.23;Ireland;0.50
1.1.24;Ireland;-1.30
1.2.24;Ireland;1.01
1.3.24;Ireland;0.50
1.4.24;Ireland;0.20
1.5.24;Ireland;0.50
1.6.24;Ireland;0.40
1.7.24;Ireland;0.20
1.8.24;Ireland;0.10
1.9.24;Ireland;-0.89
1.1.12;Israel;0.00
1.2.12;Israel;0.00
1.3.12;Israel;0.33
1.4.12;Israel;0.87
1.5.12;Israel;0.00
1.6.12;Israel;-0.22
1.7.12;Israel;0.00
1.8.12;Israel;1.08
1.9.12;Israel;0.00
1.10.12;Israel;-0.21
1.11.12;Israel;-0.43
1.12.12;Israel;0.11
1.1.13;Israel;-0.11
1.2.13;Israel;0.00
1.3.13;Israel;0.22
1.4.13;Israel;0.43
1.5.13;Israel;0.11
1.6.13;Israel;0.75
1.7.13;Israel;0.32
1.8.13;Israel;0.21
1.9.13;Israel;0.00
1.10.13;Israel;0.32
1.11.13;Israel;-0.42
1.12.13;Israel;0.11
1.1.14;Israel;-0.63
1.2.14;Israel;-0.11
1.3.14;Israel;0.21
1.4.14;Israel;0.11
1.5.14;Israel;0.11
1.6.14;Israel;0.32
1.7.14;Israel;0.11
1.8.14;Israel;-0.11
1.9.14;Israel;-0.32
1.10.14;Israel;0.32
1.11.14;Israel;-0.21
1.12.14;Israel;0.00
1.1.15;Israel;-0.85
1.2.15;Israel;-0.75
1.3.15;Israel;0.32
1.4.15;Israel;0.64
1.5.15;Israel;0.21
1.6.15;Israel;0.21
1.7.15;Israel;0.21
1.8.15;Israel;-0.21
1.9.15;Israel;-0.32
1.10.15;Israel;0.11
1.11.15;Israel;-0.43
1.12.15;Israel;-0.11
1.1.16;Israel;-0.54
1.2.16;Israel;-0.32
1.3.16;Israel;-0.22
1.4.16;Israel;0.43
1.5.16;Israel;0.32
1.6.16;Israel;0.32
1.7.16;Israel;0.43
1.8.16;Israel;-0.32
1.9.16;Israel;-0.11
1.10.16;Israel;0.21
1.11.16;Israel;-0.43
1.12.16;Israel;0.00
1.1.17;Israel;-0.21
1.2.17;Israel;0.00
1.3.17;Israel;0.32
1.4.17;Israel;0.21
1.5.17;Israel;0.43
1.6.17;Israel;-0.75
1.7.17;Israel;-0.11
1.8.17;Israel;0.32
1.9.17;Israel;0.11
1.10.17;Israel;0.32
1.11.17;Israel;-0.32
1.12.17;Israel;0.11
1.1.18;Israel;-0.53
1.2.18;Israel;0.11
1.3.18;Israel;0.32
1.4.18;Israel;0.43
1.5.18;Israel;0.43
1.6.18;Israel;0.11
1.7.18;Israel;0.00
1.8.18;Israel;0.11
1.9.18;Israel;0.11
1.10.18;Israel;0.32
1.11.18;Israel;-0.32
1.12.18;Israel;-0.32
1.1.19;Israel;-0.11
1.2.19;Israel;0.11
1.3.19;Israel;0.53
1.4.19;Israel;0.32
1.5.19;Israel;0.63
1.6.19;Israel;-0.52
1.7.19;Israel;-0.32
1.8.19;Israel;0.21
1.9.19;Israel;-0.21
1.10.19;Israel;0.42
1.11.19;Israel;-0.42
1.12.19;Israel;0.00
1.1.20;Israel;-0.42
1.2.20;Israel;-0.11
1.3.20;Israel;0.42
1.4.20;Israel;-0.32
1.5.20;Israel;-0.32
1.6.20;Israel;-0.11
1.7.20;Israel;0.21
1.8.20;Israel;0.00
1.9.20;Israel;-0.11
1.10.20;Israel;0.32
1.11.20;Israel;-0.21
1.12.20;Israel;-0.11
1.1.21;Israel;-0.11
1.2.21;Israel;0.32
1.3.21;Israel;0.64
1.4.21;Israel;0.32
1.5.21;Israel;0.31
1.6.21;Israel;0.10
1.7.21;Israel;0.42
1.8.21;Israel;0.31
1.9.21;Israel;0.21
1.10.21;Israel;0.10
1.11.21;Israel;-0.10
1.12.21;Israel;0.31
1.1.22;Israel;0.21
1.2.22;Israel;0.62
1.3.22;Israel;0.61
1.4.22;Israel;0.71
1.5.22;Israel;0.61
1.6.22;Israel;0.40
1.7.22;Israel;1.10
1.8.22;Israel;-0.30
1.9.22;Israel;0.20
1.10.22;Israel;0.59
1.11.22;Israel;0.10
1.12.22;Israel;0.29
1.1.23;Israel;0.29
1.2.23;Israel;0.49
1.3.23;Israel;0.39
1.4.23;Israel;0.78
1.5.23;Israel;0.19
1.6.23;Israel;0.00
1.7.23;Israel;0.29
1.8.23;Israel;0.48
1.9.23;Israel;-0.10
1.10.23;Israel;0.48
1.11.23;Israel;-0.28
1.12.23;Israel;-0.10
1.1.24;Israel;0.00
1.2.24;Israel;0.38
1.3.24;Israel;0.57
1.4.24;Israel;0.85
1.5.24;Israel;0.19
1.6.24;Israel;0.09
1.7.24;Israel;0.56
1.8.24;Israel;0.93
1.9.24;Israel;-0.18
1.1.12;Italy;0.29
1.2.12;Italy;0.38
1.3.12;Italy;0.48
1.4.12;Italy;0.47
1.5.12;Italy;0.00
1.6.12;Italy;0.19
1.7.12;Italy;0.09
1.8.12;Italy;0.38
1.9.12;Italy;0.00
1.10.12;Italy;0.00
1.11.12;Italy;-0.19
1.12.12;Italy;0.19
1.1.13;Italy;0.19
1.2.13;Italy;0.09
1.3.13;Italy;0.19
1.4.13;Italy;0.00
1.5.13;Italy;0.00
1.6.13;Italy;0.28
1.7.13;Italy;0.09
1.8.13;Italy;0.37
1.9.13;Italy;-0.28
1.10.13;Italy;-0.19
1.11.13;Italy;-0.28
1.12.13;Italy;0.19
1.1.14;Italy;0.19
1.2.14;Italy;-0.09
1.3.14;Italy;0.09
1.4.14;Italy;0.19
1.5.14;Italy;-0.09
1.6.14;Italy;0.09
1.7.14;Italy;-0.09
1.8.14;Italy;0.19
1.9.14;Italy;-0.37
1.10.14;Italy;0.09
1.11.14;Italy;-0.19
1.12.14;Italy;0.00
1.1.15;Italy;-0.37
1.2.15;Italy;0.37
1.3.15;Italy;0.09
1.4.15;Italy;0.19
1.5.15;Italy;0.09
1.6.15;Italy;0.19
1.7.15;Italy;-0.09
1.8.15;Italy;0.19
1.9.15;Italy;-0.37
1.10.15;Italy;0.19
1.11.15;Italy;-0.37
1.12.15;Italy;0.00
1.1.16;Italy;-0.21
1.2.16;Italy;-0.20
1.3.16;Italy;0.20
1.4.16;Italy;-0.10
1.5.16;Italy;0.30
1.6.16;Italy;0.10
1.7.16;Italy;0.20
1.8.16;Italy;0.20
1.9.16;Italy;-0.20
1.10.16;Italy;-0.10
1.11.16;Italy;-0.10
1.12.16;Italy;0.40
1.1.17;Italy;0.30
1.2.17;Italy;0.40
1.3.17;Italy;0.00
1.4.17;Italy;0.40
1.5.17;Italy;-0.20
1.6.17;Italy;-0.10
1.7.17;Italy;0.10
1.8.17;Italy;0.30
1.9.17;Italy;-0.30
1.10.17;Italy;-0.20
1.11.17;Italy;-0.20
1.12.17;Italy;0.40
1.1.18;Italy;0.30
1.2.18;Italy;0.00
1.3.18;Italy;0.30
1.4.18;Italy;0.10
1.5.18;Italy;0.29
1.6.18;Italy;0.20
1.7.18;Italy;0.29
1.8.18;Italy;0.39
1.9.18;Italy;-0.48
1.10.18;Italy;0.00
1.11.18;Italy;-0.19
1.12.18;Italy;-0.10
1.1.19;Italy;0.10
1.2.19;Italy;0.10
1.3.19;Italy;0.29
1.4.19;Italy;0.19
1.5.19;Italy;0.00
1.6.19;Italy;0.10
1.7.19;Italy;0.00
1.8.19;Italy;0.39
1.9.19;Italy;-0.58
1.10.19;Italy;-0.10
1.11.19;Italy;-0.19
1.12.19;Italy;0.19
1.1.20;Italy;0.10
1.2.20;Italy;-0.10
1.3.20;Italy;0.10
1.4.20;Italy;0.10
1.5.20;Italy;-0.19
1.6.20;Italy;0.10
1.7.20;Italy;-0.19
1.8.20;Italy;0.29
1.9.20;Italy;-0.68
1.10.20;Italy;0.20
1.11.20;Italy;-0.10
1.12.20;Italy;0.20
1.1.21;Italy;0.68
1.2.21;Italy;0.10
1.3.21;Italy;0.29
1.4.21;Italy;0.39
1.5.21;Italy;0.00
1.6.21;Italy;0.10
1.7.21;Italy;0.48
1.8.21;Italy;0.38
1.9.21;Italy;-0.19
1.10.21;Italy;0.67
1.11.21;Italy;0.57
1.12.21;Italy;0.38
1.1.22;Italy;1.59
1.2.22;Italy;0.92
1.3.22;Italy;1.01
1.4.22;Italy;-0.09
1.5.22;Italy;0.82
1.6.22;Italy;1.17
1.7.22;Italy;0.44
1.8.22;Italy;0.80
1.9.22;Italy;0.26
1.10.22;Italy;3.42
1.11.22;Italy;0.51
1.12.22;Italy;0.25
1.1.23;Italy;0.08
1.2.23;Italy;0.17
1.3.23;Italy;-0.42
1.4.23;Italy;0.42
1.5.23;Italy;0.34
1.6.23;Italy;0.00
1.7.23;Italy;0.00
1.8.23;Italy;0.33
1.9.23;Italy;0.17
1.10.23;Italy;-0.17
1.11.23;Italy;-0.50
1.12.23;Italy;0.17
1.1.24;Italy;0.33
1.2.24;Italy;0.08
1.3.24;Italy;0.00
1.4.24;Italy;0.08
1.5.24;Italy;0.25
1.6.24;Italy;0.08
1.7.24;Italy;0.41
1.8.24;Italy;0.17
1.9.24;Italy;-0.16
1.1.12;Japan;0.21
1.2.12;Japan;0.21
1.3.12;Japan;0.42
1.4.12;Japan;0.11
1.5.12;Japan;-0.32
1.6.12;Japan;-0.53
1.7.12;Japan;-0.32
1.8.12;Japan;0.21
1.9.12;Japan;0.11
1.10.12;Japan;0.00
1.11.12;Japan;-0.32
1.12.12;Japan;0.00
1.1.13;Japan;0.11
1.2.13;Japan;-0.21
1.3.13;Japan;0.21
1.4.13;Japan;0.32
1.5.13;Japan;0.11
1.6.13;Japan;0.00
1.7.13;Japan;0.21
1.8.13;Japan;0.32
1.9.13;Japan;0.32
1.10.13;Japan;0.10
1.11.13;Japan;0.00
1.12.13;Japan;0.10
1.1.14;Japan;-0.10
1.2.14;Japan;0.00
1.3.14;Japan;0.21
1.4.14;Japan;2.09
1.5.14;Japan;0.41
1.6.14;Japan;-0.10
1.7.14;Japan;0.10
1.8.14;Japan;0.20
1.9.14;Japan;0.20
1.10.14;Japan;-0.30
1.11.14;Japan;-0.31
1.12.14;Japan;0.00
1.1.15;Japan;-0.10
1.2.15;Japan;-0.20
1.3.15;Japan;0.31
1.4.15;Japan;0.51
1.5.15;Japan;0.30
1.6.15;Japan;-0.30
1.7.15;Japan;-0.10
1.8.15;Japan;0.10
1.9.15;Japan;0.10
1.10.15;Japan;0.00
1.11.15;Japan;-0.41
1.12.15;Japan;0.00
1.1.16;Japan;-0.41
1.2.16;Japan;0.10
1.3.16;Japan;0.10
1.4.16;Japan;0.20
1.5.16;Japan;0.10
1.6.16;Japan;-0.10
1.7.16;Japan;-0.20
1.8.16;Japan;0.00
1.9.16;Japan;0.10
1.10.16;Japan;0.61
1.11.16;Japan;0.00
1.12.16;Japan;-0.20
1.1.17;Japan;-0.20
1.2.17;Japan;-0.10
1.3.17;Japan;0.00
1.4.17;Japan;0.41
1.5.17;Japan;0.10
1.6.17;Japan;-0.10
1.7.17;Japan;-0.20
1.8.17;Japan;0.20
1.9.17;Japan;0.30
1.10.17;Japan;0.00
1.11.17;Japan;0.30
1.12.17;Japan;0.30
1.1.18;Japan;0.10
1.2.18;Japan;0.00
1.3.18;Japan;-0.30
1.4.18;Japan;-0.10
1.5.18;Japan;0.20
1.6.18;Japan;-0.10
1.7.18;Japan;0.00
1.8.18;Japan;0.60
1.9.18;Japan;0.10
1.10.18;Japan;0.30
1.11.18;Japan;-0.20
1.12.18;Japan;-0.30
1.1.19;Japan;0.00
1.2.19;Japan;0.00
1.3.19;Japan;0.00
1.4.19;Japan;0.30
1.5.19;Japan;0.00
1.6.19;Japan;-0.20
1.7.19;Japan;0.00
1.8.19;Japan;0.20
1.9.19;Japan;0.10
1.10.19;Japan;0.30
1.11.19;Japan;0.10
1.12.19;Japan;0.00
1.1.20;Japan;0.00
1.2.20;Japan;-0.20
1.3.20;Japan;0.00
1.4.20;Japan;-0.10
1.5.20;Japan;-0.10
1.6.20;Japan;-0.20
1.7.20;Japan;0.10
1.8.20;Japan;0.10
1.9.20;Japan;-0.20
1.10.20;Japan;-0.10
1.11.20;Japan;-0.30
1.12.20;Japan;-0.20
1.1.21;Japan;0.50
1.2.21;Japan;0.00
1.3.21;Japan;0.10
1.4.21;Japan;-0.80
1.5.21;Japan;0.30
1.6.21;Japan;0.10
1.7.21;Japan;0.20
1.8.21;Japan;0.00
1.9.21;Japan;0.40
1.10.21;Japan;-0.20
1.11.21;Japan;0.20
1.12.21;Japan;0.00
1.1.22;Japan;0.20
1.2.22;Japan;0.40
1.3.22;Japan;0.40
1.4.22;Japan;0.40
1.5.22;Japan;0.30
1.6.22;Japan;0.00
1.7.22;Japan;0.49
1.8.22;Japan;0.39
1.9.22;Japan;0.39
1.10.22;Japan;0.58
1.11.22;Japan;0.19
1.12.22;Japan;0.19
1.1.23;Japan;0.58
1.2.23;Japan;-0.67
1.3.23;Japan;0.38
1.4.23;Japan;0.67
1.5.23;Japan;0.00
1.6.23;Japan;0.10
1.7.23;Japan;0.48
1.8.23;Japan;0.19
1.9.23;Japan;0.28
1.10.23;Japan;0.85
1.11.23;Japan;-0.19
1.12.23;Japan;-0.09
1.1.24;Japan;0.09
1.2.24;Japan;0.00
1.3.24;Japan;0.28
1.4.24;Japan;0.47
1.5.24;Japan;0.37
1.6.24;Japan;0.09
1.7.24;Japan;0.37
1.8.24;Japan;0.46
1.9.24;Japan;-0.18
1.1.12;Korea;0.40
1.2.12;Korea;0.38
1.3.12;Korea;0.03
1.4.12;Korea;-0.01
1.5.12;Korea;0.18
1.6.12;Korea;-0.14
1.7.12;Korea;-0.23
1.8.12;Korea;0.46
1.9.12;Korea;0.72
1.10.12;Korea;-0.19
1.11.12;Korea;-0.36
1.12.12;Korea;0.18
1.1.13;Korea;0.60
1.2.13;Korea;0.33
1.3.13;Korea;-0.09
1.4.13;Korea;-0.14
1.5.13;Korea;0.00
1.6.13;Korea;-0.12
1.7.13;Korea;0.21
1.8.13;Korea;0.35
1.9.13;Korea;0.19
1.10.13;Korea;-0.31
1.11.13;Korea;-0.02
1.12.13;Korea;0.12
1.1.14;Korea;0.54
1.2.14;Korea;0.27
1.3.14;Korea;0.18
1.4.14;Korea;0.06
1.5.14;Korea;0.16
1.6.14;Korea;-0.13
1.7.14;Korea;0.15
1.8.14;Korea;0.17
1.9.14;Korea;-0.06
1.10.14;Korea;-0.30
1.11.14;Korea;-0.20
1.12.14;Korea;-0.01
1.1.15;Korea;0.68
1.2.15;Korea;-0.06
1.3.15;Korea;0.01
1.4.15;Korea;0.03
1.5.15;Korea;0.28
1.6.15;Korea;0.02
1.7.15;Korea;0.18
1.8.15;Korea;0.14
1.9.15;Korea;-0.26
1.10.15;Korea;0.00
1.11.15;Korea;-0.19
1.12.15;Korea;0.30
1.1.16;Korea;0.17
1.2.16;Korea;0.43
1.3.16;Korea;-0.26
1.4.16;Korea;0.19
1.5.16;Korea;0.06
1.6.16;Korea;-0.02
1.7.16;Korea;-0.19
1.8.16;Korea;0.26
1.9.16;Korea;0.60
1.10.16;Korea;0.14
1.11.16;Korea;-0.15
1.12.16;Korea;0.11
1.1.17;Korea;1.06
1.2.17;Korea;0.27
1.3.17;Korea;-0.07
1.4.17;Korea;-0.13
1.5.17;Korea;0.11
1.6.17;Korea;-0.21
1.7.17;Korea;0.17
1.8.17;Korea;0.57
1.9.17;Korea;0.12
1.10.17;Korea;-0.10
1.11.17;Korea;-0.74
1.12.17;Korea;0.36
1.1.18;Korea;0.42
1.2.18;Korea;0.76
1.3.18;Korea;-0.11
1.4.18;Korea;0.18
1.5.18;Korea;0.05
1.6.18;Korea;-0.20
1.7.18;Korea;-0.19
1.8.18;Korea;0.88
1.9.18;Korea;0.76
1.10.18;Korea;-0.18
1.11.18;Korea;-0.71
1.12.18;Korea;-0.34
1.1.19;Korea;-0.11
1.2.19;Korea;0.43
1.3.19;Korea;-0.19
1.4.19;Korea;0.36
1.5.19;Korea;0.17
1.6.19;Korea;-0.16
1.7.19;Korea;-0.31
1.8.19;Korea;0.24
1.9.19;Korea;0.37
1.10.19;Korea;0.25
1.11.19;Korea;-0.56
1.12.19;Korea;0.24
1.1.20;Korea;0.37
1.2.20;Korea;0.07
1.3.20;Korea;-0.22
1.4.20;Korea;-0.44
1.5.20;Korea;-0.06
1.6.20;Korea;0.27
1.7.20;Korea;-0.08
1.8.20;Korea;0.56
1.9.20;Korea;0.55
1.10.20;Korea;-0.56
1.11.20;Korea;-0.09
1.12.20;Korea;0.24
1.1.21;Korea;0.71
1.2.21;Korea;0.53
1.3.21;Korea;0.26
1.4.21;Korea;0.14
1.5.21;Korea;0.07
1.6.21;Korea;0.00
1.7.21;Korea;0.21
